CODE,PARENTCODE,LEAF,LEVELCODE,TYPE,ISOCODE,NAME
C 10.12.0,C 10.12,0,5,N,it,Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi)
C 10.12.00,C 10.12.0,1,6,N,it,Produzione di carne di volatili e prodotti della loro macellazione (attività dei mattatoi)
C 10.13,C 10.1,0,4,N,it,Produzione di prodotti a base di carne (inclusa la carne di volatili)
C 10.13.0,C 10.13,0,5,N,it,Produzione di prodotti a base di carne (inclusa la carne di volatili)
C 10.13.00,C 10.13.0,1,6,N,it,Produzione di prodotti a base di carne (inclusa la carne di volatili)
C 10.2,C 10,0,3,N,it,"LAVORAZIONE E CONSERVAZIONE DI PESCE, CROSTACEI E MOLLUSCHI"
C 10.20,C 10.2,0,4,N,it,"Lavorazione e conservazione di pesce, crostacei e molluschi"
C 10.20.0,C 10.20,0,5,N,it,"Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera"
C 10.20.00,C 10.20.0,1,6,N,it,"Lavorazione e conservazione di pesce, crostacei e molluschi mediante surgelamento, salatura eccetera"
C 10.3,C 10,0,3,N,it,LAVORAZIONE E CONSERVAZIONE DI FRUTTA E ORTAGGI
C 10.31,C 10.3,0,4,N,it,Lavorazione e conservazione delle patate
C 10.31.0,C 10.31,0,5,N,it,Lavorazione e conservazione delle patate
C 10.31.00,C 10.31.0,1,6,N,it,Lavorazione e conservazione delle patate
C 10.32,C 10.3,0,4,N,it,Produzione di succhi di frutta e di ortaggi
C 10.32.0,C 10.32,0,5,N,it,Produzione di succhi di frutta e di ortaggi
C 10.32.00,C 10.32.0,1,6,N,it,Produzione di succhi di frutta e di ortaggi
C 10.39,C 10.3,0,4,N,it,Altra Lavorazione e conservazione di frutta e di ortaggi
C 10.39.0,C 10.39,0,5,N,it,Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)
C 10.39.00,C 10.39.0,1,6,N,it,Lavorazione e conservazione di frutta e di ortaggi (esclusi i succhi di frutta e di ortaggi)
C 10.4,C 10,0,3,N,it,PRODUZIONE DI OLI E GRASSI VEGETALI E ANIMALI
C 10.41,C 10.4,0,4,N,it,Produzione di oli e grassi
C 10.41.1,C 10.41,0,5,N,it,Produzione di olio di oliva da olive prevalentemente non di produzione propria
C 10.41.10,C 10.41.1,1,6,N,it,Produzione di olio di oliva da olive prevalentemente non di produzione propria
C 10.41.2,C 10.41,0,5,N,it,Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria
C 10.41.20,C 10.41.2,1,6,N,it,Produzione di olio raffinato o grezzo da semi oleosi o frutti oleosi prevalentemente non di produzione propria
C 10.41.3,C 10.41,0,5,N,it,Produzione di oli e grassi animali grezzi o raffinati
C 10.41.30,C 10.41.3,1,6,N,it,Produzione di oli e grassi animali grezzi o raffinati
C 10.42,C 10.4,0,4,N,it,Produzione di margarina e di grassi commestibili simili
C 10.42.0,C 10.42,0,5,N,it,Produzione di margarina e di grassi commestibili simili
C 10.42.00,C 10.42.0,1,6,N,it,Produzione di margarina e di grassi commestibili simili
C 10.5,C 10,0,3,N,it,INDUSTRIA LATTIERO-CASEARIA
C 10.51,C 10.5,0,4,N,it,"Industria lattiero-casearia, trattamento igienico, conservazione del latte"
C 10.51.1,C 10.51,0,5,N,it,Trattamento igienico del latte
C 10.51.10,C 10.51.1,1,6,N,it,Trattamento igienico del latte
C 10.51.2,C 10.51,0,5,N,it,Produzione dei derivati del latte
C 10.51.20,C 10.51.2,1,6,N,it,Produzione dei derivati del latte
C 10.52,C 10.5,0,4,N,it,Produzione di gelati
C 10.52.0,C 10.52,0,5,N,it,Produzione di gelati senza vendita diretta al pubblico
C 10.52.00,C 10.52.0,1,6,N,it,Produzione di gelati senza vendita diretta al pubblico
C 10.6,C 10,0,3,N,it,"LAVORAZIONE DELLE GRANAGLIE, PRODUZIONE DI AMIDI E DI PRODOTTI AMIDACEI"
C 10.61,C 10.6,0,4,N,it,Lavorazione delle granaglie
C 10.61.1,C 10.61,0,5,N,it,Molitura del frumento
C 10.61.10,C 10.61.1,1,6,N,it,Molitura del frumento
C 10.61.2,C 10.61,0,5,N,it,Molitura di altri cereali
C 10.61.20,C 10.61.2,1,6,N,it,Molitura di altri cereali
C 10.61.3,C 10.61,0,5,N,it,Lavorazione del riso
C 10.61.30,C 10.61.3,1,6,N,it,Lavorazione del riso
C 10.61.4,C 10.61,0,5,N,it,Altre lavorazioni di semi e granaglie
C 10.61.40,C 10.61.4,1,6,N,it,Altre lavorazioni di semi e granaglie
C 10.62,C 10.6,0,4,N,it,Produzione di amidi e di prodotti amidacei
C 10.62.0,C 10.62,0,5,N,it,Produzione di amidi e di prodotti amidacei (inclusa produzione di olio di mais)
C 10.62.00,C 10.62.0,1,6,N,it,Produzione di amidi e di prodotti amidacei (inclusa produzione di olio di mais)
C 10.7,C 10,0,3,N,it,PRODUZIONE DI PRODOTTI DA FORNO E FARINACEI
C 10.71,C 10.7,0,4,N,it,Produzione di pane; prodotti di pasticceria freschi
C 10.71.1,C 10.71,0,5,N,it,Produzione di prodotti di panetteria freschi
C 10.71.10,C 10.71.1,1,6,N,it,Produzione di prodotti di panetteria freschi
C 10.71.2,C 10.71,0,5,N,it,Produzione di pasticceria fresca
C 10.71.20,C 10.71.2,1,6,N,it,Produzione di pasticceria fresca
C 10.72,C 10.7,0,4,N,it,Produzione di fette biscottate e di biscotti; produzione di prodotti di pasticceria conservati
C 10.72.0,C 10.72,0,5,N,it,"Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati"
C 10.72.00,C 10.72.0,1,6,N,it,"Produzione di fette biscottate, biscotti; prodotti di pasticceria conservati"
C 10.73,C 10.7,0,4,N,it,"Produzione di paste alimentari, di cuscus e di prodotti farinacei simili"
C 10.73.0,C 10.73,0,5,N,it,"Produzione di paste alimentari, di cuscus e di prodotti farinacei simili"
C 10.73.00,C 10.73.0,1,6,N,it,"Produzione di paste alimentari, di cuscus e di prodotti farinacei simili"
C 10.8,C 10,0,3,N,it,PRODUZIONE DI ALTRI PRODOTTI ALIMENTARI
C 10.81,C 10.8,0,4,N,it,Produzione di zucchero
C 10.81.0,C 10.81,0,5,N,it,Produzione di zucchero
C 10.81.00,C 10.81.0,1,6,N,it,Produzione di zucchero
C 10.82,C 10.8,0,4,N,it,"Produzione di cacao, cioccolato, caramelle e confetterie"
C 10.82.0,C 10.82,0,5,N,it,"Produzione di cacao in polvere, cioccolato, caramelle e confetterie"
C 10.82.00,C 10.82.0,1,6,N,it,"Produzione di cacao in polvere, cioccolato, caramelle e confetterie"
C 10.83,C 10.8,0,4,N,it,Lavorazione del tà e del caffà
C 10.83.0,C 10.83,0,5,N,it,Lavorazione del tà e del caffà
C 10.83.01,C 10.83.0,1,6,N,it,Lavorazione del caffà
C 10.83.02,C 10.83.0,1,6,N,it,Lavorazione del tà e di altri preparati per infusi
C 10.84,C 10.8,0,4,N,it,Produzione di condimenti e spezie
C 10.84.0,C 10.84,0,5,N,it,Produzione di condimenti e spezie
C 10.84.00,C 10.84.0,1,6,N,it,Produzione di condimenti e spezie
C 10.85,C 10.8,0,4,N,it,Produzione di pasti e piatti preparati
C 10.85.0,C 10.85,0,5,N,it,"Produzione di pasti e piatti pronti (preparati, conditi, cucinati e confezionati)"
C 10.85.01,C 10.85.0,1,6,N,it,Produzione di piatti pronti a base di carne e pollame
C 10.85.02,C 10.85.0,1,6,N,it,"Produzione di piatti pronti a base di pesce, inclusi fish and chips"
C 10.85.03,C 10.85.0,1,6,N,it,Produzione di piatti pronti a base di ortaggi
C 10.85.04,C 10.85.0,1,6,N,it,Produzione di pizza confezionata
C 10.85.05,C 10.85.0,1,6,N,it,Produzione di piatti pronti a base di pasta
C 10.85.09,C 10.85.0,1,6,N,it,Produzione di pasti e piatti pronti di altri prodotti alimentari
C 10.86,C 10.8,0,4,N,it,Produzione di preparati omogeneizzati e di alimenti dietetici
C 10.86.0,C 10.86,0,5,N,it,Produzione di preparati omogeneizzati e di alimenti dietetici
C 10.86.00,C 10.86.0,1,6,N,it,Produzione di preparati omogeneizzati e di alimenti dietetici
C 10.89,C 10.8,0,4,N,it,Produzione di prodotti alimentari nca
C 10.89.0,C 10.89,0,5,N,it,Produzione di prodotti alimentari nca
C 10.89.01,C 10.89.0,1,6,N,it,Produzione di estratti e succhi di carne
C 10.89.09,C 10.89.0,1,6,N,it,Produzione di altri prodotti alimentari nca
C 10.9,C 10,0,3,N,it,PRODUZIONE DI PRODOTTI PER L'ALIMENTAZIONE DEGLI ANIMALI
C 10.91,C 10.9,0,4,N,it,Produzione di mangimi per l'alimentazione degli animali da allevamento
C 10.91.0,C 10.91,0,5,N,it,Produzione di mangimi per l'alimentazione degli animali da allevamento
C 10.91.00,C 10.91.0,1,6,N,it,Produzione di mangimi per l'alimentazione degli animali da allevamento
C 10.92,C 10.9,0,4,N,it,Produzione di prodotti per l'alimentazione degli animali da compagnia
C 10.92.0,C 10.92,0,5,N,it,Produzione di prodotti per l'alimentazione degli animali da compagnia
C 10.92.00,C 10.92.0,1,6,N,it,Produzione di prodotti per l'alimentazione degli animali da compagnia
C 11,C,0,2,N,it,INDUSTRIA DELLE BEVANDE
C 11.0,C 11,0,3,N,it,INDUSTRIA DELLE BEVANDE
C 11.01,C 11.0,0,4,N,it,"Distillazione, rettifica e miscelatura degli alcolici"
C 11.01.0,C 11.01,0,5,N,it,"Distillazione, rettifica e miscelatura degli alcolici"
C 11.01.00,C 11.01.0,1,6,N,it,"Distillazione, rettifica e miscelatura degli alcolici"
C 11.02,C 11.0,0,4,N,it,Produzione di vini da uve
C 11.02.1,C 11.02,0,5,N,it,Produzione di vini da tavola e v.q.p.r.d.
C 11.02.10,C 11.02.1,1,6,N,it,Produzione di vini da tavola e v.q.p.r.d.
C 11.02.2,C 11.02,0,5,N,it,Produzione di vino spumante e altri vini speciali
C 11.02.20,C 11.02.2,1,6,N,it,Produzione di vino spumante e altri vini speciali
C 11.03,C 11.0,0,4,N,it,Produzione di sidro e di altri vini a base di frutta
C 11.03.0,C 11.03,0,5,N,it,Produzione di sidro e di altri vini a base di frutta
C 11.03.00,C 11.03.0,1,6,N,it,Produzione di sidro e di altri vini a base di frutta
C 11.04,C 11.0,0,4,N,it,Produzione di altre bevande fermentate non distillate
C 11.04.0,C 11.04,0,5,N,it,Produzione di altre bevande fermentate non distillate
C 11.04.00,C 11.04.0,1,6,N,it,Produzione di altre bevande fermentate non distillate
C 11.05,C 11.0,0,4,N,it,Produzione di birra
C 11.05.0,C 11.05,0,5,N,it,Produzione di birra
C 11.05.00,C 11.05.0,1,6,N,it,Produzione di birra
C 11.06,C 11.0,0,4,N,it,Produzione di malto
C 11.06.0,C 11.06,0,5,N,it,Produzione di malto
C 11.06.00,C 11.06.0,1,6,N,it,Produzione di malto
C 11.07,C 11.0,0,4,N,it,"Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia"
C 11.07.0,C 11.07,0,5,N,it,"Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia"
C 11.07.00,C 11.07.0,1,6,N,it,"Industria delle bibite analcoliche, delle acque minerali e di altre acque in bottiglia"
C 12,C,0,2,N,it,INDUSTRIA DEL TABACCO
C 12.0,C 12,0,3,N,it,INDUSTRIA DEL TABACCO
C 12.00,C 12.0,0,4,N,it,Industria del tabacco
C 12.00.0,C 12.00,0,5,N,it,Industria del tabacco
C 12.00.00,C 12.00.0,1,6,N,it,Industria del tabacco
C 13,C,0,2,N,it,INDUSTRIE TESSILI
C 13.1,C 13,0,3,N,it,PREPARAZIONE E FILATURA DI FIBRE TESSILI
C 13.10,C 13.1,0,4,N,it,Preparazione e filatura di fibre tessili
C 13.10.0,C 13.10,0,5,N,it,Preparazione e filatura di fibre tessili
C 13.10.00,C 13.10.0,1,6,N,it,Preparazione e filatura di fibre tessili
C 13.2,C 13,0,3,N,it,TESSITURA
C 13.20,C 13.2,0,4,N,it,Tessitura
C 13.20.0,C 13.20,0,5,N,it,Tessitura
C 13.20.00,C 13.20.0,1,6,N,it,Tessitura
C 13.3,C 13,0,3,N,it,FINISSAGGIO DEI TESSILI
C 13.30,C 13.3,0,4,N,it,Finissaggio dei tessili
C 13.30.0,C 13.30,0,5,N,it,"Finissaggio dei tessili, degli articoli di vestiario e attività similari"
C 13.30.00,C 13.30.0,1,6,N,it,"Finissaggio dei tessili, degli articoli di vestiario e attività similari"
C 13.9,C 13,0,3,N,it,ALTRE INDUSTRIE TESSILI
C 13.91,C 13.9,0,4,N,it,Fabbricazione di tessuti a maglia
C 13.91.0,C 13.91,0,5,N,it,Fabbricazione di tessuti a maglia
C 13.91.00,C 13.91.0,1,6,N,it,Fabbricazione di tessuti a maglia
C 13.92,C 13.9,0,4,N,it,Confezionamento di articoli tessili (esclusi gli articoli di abbigliamento)
C 13.92.1,C 13.92,0,5,N,it,"Confezionamento di biancheria da letto, da tavola e per l'arredamento"
C 13.92.10,C 13.92.1,1,6,N,it,"Confezionamento di biancheria da letto, da tavola e per l'arredamento"
C 13.92.2,C 13.92,0,5,N,it,Fabbricazione di articoli in materie tessili nca
C 13.92.20,C 13.92.2,1,6,N,it,Fabbricazione di articoli in materie tessili nca
C 13.93,C 13.9,0,4,N,it,Fabbricazione di tappeti e moquette
C 13.93.0,C 13.93,0,5,N,it,Fabbricazione di tappeti e moquette
C 13.93.00,C 13.93.0,1,6,N,it,Fabbricazione di tappeti e moquette
C 13.94,C 13.9,0,4,N,it,"Fabbricazione di spago, corde, funi e reti"
C 13.94.0,C 13.94,0,5,N,it,"Fabbricazione di spago, corde, funi e reti"
C 13.94.00,C 13.94.0,1,6,N,it,"Fabbricazione di spago, corde, funi e reti"
C 13.95,C 13.9,0,4,N,it,Fabbricazione di tessuti non tessuti e di articoli in tali materie (esclusi gli articoli di abbigliamento)
C 13.95.0,C 13.95,0,5,N,it,Fabbricazione di tessuti non tessuti e di articoli in tali materie (esclusi gli articoli di abbigliamento)
C 13.95.00,C 13.95.0,1,6,N,it,Fabbricazione di tessuti non tessuti e di articoli in tali materie (esclusi gli articoli di abbigliamento)
C 13.96,C 13.9,0,4,N,it,Fabbricazione di articoli tessili tecnici ed industriali
C 13.96.1,C 13.96,0,5,N,it,"Fabbricazione di nastri, etichette e passamanerie di fibre tessili"
C 13.96.10,C 13.96.1,1,6,N,it,"Fabbricazione di nastri, etichette e passamanerie di fibre tessili"
C 13.96.2,C 13.96,0,5,N,it,Fabbricazione di altri articoli tessili tecnici ed industriali
C 13.96.20,C 13.96.2,1,6,N,it,Fabbricazione di altri articoli tessili tecnici ed industriali
C 13.99,C 13.9,0,4,N,it,Fabbricazione di altri prodotti tessili nca
C 13.99.1,C 13.99,0,5,N,it,Fabbricazione di ricami
C 13.99.10,C 13.99.1,1,6,N,it,Fabbricazione di ricami
C 13.99.2,C 13.99,0,5,N,it,"Fabbricazione di tulle, pizzi e merletti"
C 13.99.20,C 13.99.2,1,6,N,it,"Fabbricazione di tulle, pizzi e merletti"
C 13.99.9,C 13.99,0,5,N,it,Fabbricazione di feltro e articoli tessili diversi
C 13.99.90,C 13.99.9,1,6,N,it,Fabbricazione di feltro e articoli tessili diversi
C 14,C,0,2,N,it,CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO; CONFEZIONE DI ARTICOLI IN PELLE E PELLICCIA
C 14.1,C 14,0,3,N,it,CONFEZIONE DI ARTICOLI DI ABBIGLIAMENTO (ESCLUSO ABBIGLIAMENTO IN PELLICCIA)
C 14.11,C 14.1,0,4,N,it,Confezione di abbigliamento in pelle
C 14.11.0,C 14.11,0,5,N,it,Confezione di abbigliamento in pelle e similpelle
C 14.11.00,C 14.11.0,1,6,N,it,Confezione di abbigliamento in pelle e similpelle
C 14.12,C 14.1,0,4,N,it,Confezione di indumenti da lavoro
C 14.12.0,C 14.12,0,5,N,it,"Confezione di camici, divise ed altri indumenti da lavoro"
C 14.12.00,C 14.12.0,1,6,N,it,"Confezione di camici, divise ed altri indumenti da lavoro"
C 14.13,C 14.1,0,4,N,it,Confezione di altro abbigliamento esterno
C 14.13.1,C 14.13,0,5,N,it,Confezione in serie di abbigliamento esterno
C 14.13.10,C 14.13.1,1,6,N,it,Confezione in serie di abbigliamento esterno
C 14.13.2,C 14.13,0,5,N,it,Sartoria e confezione su misura di abbigliamento esterno
C 14.13.20,C 14.13.2,1,6,N,it,Sartoria e confezione su misura di abbigliamento esterno
C 14.14,C 14.1,0,4,N,it,Confezione di biancheria intima
C 14.14.0,C 14.14,0,5,N,it,"Confezione di camicie, T-shirt, corsetteria e altra biancheria intima"
C 14.14.00,C 14.14.0,1,6,N,it,"Confezione di camicie, T-shirt, corsetteria e altra biancheria intima"
C 14.19,C 14.1,0,4,N,it,Confezione di altri articoli di abbigliamento ed accessori
C 14.19.1,C 14.19,0,5,N,it,Confezioni varie e accessori per l'abbigliamento
C 14.19.10,C 14.19.1,1,6,N,it,Confezioni varie e accessori per l'abbigliamento
C 14.19.2,C 14.19,0,5,N,it,Confezioni di abbigliamento sportivo o indumenti particolari
C 14.19.21,C 14.19.2,1,6,N,it,Fabbricazione di calzature realizzate in materiale tessile senza suole applicate
C 14.19.29,C 14.19.2,1,6,N,it,Confezioni di abbigliamento sportivo o di altri indumenti particolari
C 14.2,C 14,0,3,N,it,CONFEZIONE DI ARTICOLI IN PELLICCIA
C 14.20,C 14.2,0,4,N,it,Confezione di articoli in pelliccia
C 14.20.0,C 14.20,0,5,N,it,Confezione di articoli in pelliccia
C 14.20.00,C 14.20.0,1,6,N,it,Confezione di articoli in pelliccia
C 14.3,C 14,0,3,N,it,FABBRICAZIONE DI ARTICOLI DI MAGLIERIA
C 14.31,C 14.3,0,4,N,it,Fabbricazione di articoli di calzetteria in maglia
C 14.31.0,C 14.31,0,5,N,it,Fabbricazione di articoli di calzetteria in maglia
C 14.31.00,C 14.31.0,1,6,N,it,Fabbricazione di articoli di calzetteria in maglia
C 14.39,C 14.3,0,4,N,it,Fabbricazione di altri articoli di maglieria
C 14.39.0,C 14.39,0,5,N,it,"Fabbricazione di pullover, cardigan ed altri articoli simili a maglia"
C 14.39.00,C 14.39.0,1,6,N,it,"Fabbricazione di pullover, cardigan ed altri articoli simili a maglia"
C 15,C,0,2,N,it,FABBRICAZIONE DI ARTICOLI IN PELLE E SIMILI
C 15.1,C 15,0,3,N,it,"PREPARAZIONE E CONCIA DEL CUOIO; FABBRICAZIONE DI ARTICOLI DA VIAGGIO, BORSE, PELLETTERIA E SELLERIA; PREPARAZIONE E TINTURA DI PELLICCE"
C 15.11,C 15.1,0,4,N,it,Preparazione e concia del cuoio; preparazione e tintura di pellicce
C 15.11.0,C 15.11,0,5,N,it,Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce
C 15.11.00,C 15.11.0,1,6,N,it,Preparazione e concia del cuoio e pelle; preparazione e tintura di pellicce
C 15.12,C 15.1,0,4,N,it,"Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria"
C 15.12.0,C 15.12,0,5,N,it,"Fabbricazione di articoli da viaggio, borse e simili, pelletteria e selleria"
C 15.12.01,C 15.12.0,1,6,N,it,Fabbricazione di frustini e scudisci per equitazione
C 15.12.09,C 15.12.0,1,6,N,it,"Fabbricazione di altri articoli da viaggio, borse e simili, pelletteria e selleria"
C 15.2,C 15,0,3,N,it,FABBRICAZIONE DI CALZATURE
C 15.20,C 15.2,0,4,N,it,Fabbricazione di calzature
C 15.20.1,C 15.20,0,5,N,it,Fabbricazione di calzature
C 15.20.10,C 15.20.1,1,6,N,it,Fabbricazione di calzature
C 15.20.2,C 15.20,0,5,N,it,Fabbricazione di parti in cuoio per calzature
C 15.20.20,C 15.20.2,1,6,N,it,Fabbricazione di parti in cuoio per calzature
C 16,C,0,2,N,it,INDUSTRIA DEL LEGNO E DEI PRODOTTI IN LEGNO E SUGHERO (ESCLUSI I MOBILI); FABBRICAZIONE DI ARTICOLI IN PAGLIA E MATERIALI DA INTRECCIO
C 16.1,C 16,0,3,N,it,TAGLIO E PIALLATURA DEL LEGNO
C 16.10,C 16.1,0,4,N,it,Taglio e piallatura del legno
C 16.10.0,C 16.10,0,5,N,it,Taglio e piallatura del legno
C 16.10.00,C 16.10.0,1,6,N,it,Taglio e piallatura del legno
C 16.2,C 16,0,3,N,it,"FABBRICAZIONE DI PRODOTTI IN LEGNO, SUGHERO, PAGLIA E MATERIALI DA INTRECCIO"
C 16.21,C 16.2,0,4,N,it,Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno
C 16.21.0,C 16.21,0,5,N,it,Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno
C 16.21.00,C 16.21.0,1,6,N,it,Fabbricazione di fogli da impiallacciatura e di pannelli a base di legno
C 16.22,C 16.2,0,4,N,it,Fabbricazione di pavimenti in parquet assemblato
C 16.22.0,C 16.22,0,5,N,it,Fabbricazione di pavimenti in parquet assemblato
C 16.22.00,C 16.22.0,1,6,N,it,Fabbricazione di pavimenti in parquet assemblato
C 16.23,C 16.2,0,4,N,it,Fabbricazione di altri prodotti di carpenteria in legno e falegnameria per l'edilizia
C 16.23.1,C 16.23,0,5,N,it,Fabbricazione di porte e finestre in legno (escluse porte blindate)
C 16.23.10,C 16.23.1,1,6,N,it,Fabbricazione di porte e finestre in legno (escluse porte blindate)
C 16.23.2,C 16.23,0,5,N,it,Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia
C 16.23.20,C 16.23.2,1,6,N,it,Fabbricazione di altri elementi in legno e di falegnameria per l'edilizia
C 16.24,C 16.2,0,4,N,it,Fabbricazione di imballaggi in legno
C 16.24.0,C 16.24,0,5,N,it,Fabbricazione di imballaggi in legno
C 16.24.00,C 16.24.0,1,6,N,it,Fabbricazione di imballaggi in legno
C 16.29,C 16.2,0,4,N,it,"Fabbricazione di altri prodotti in legno, sughero, paglia e materiali da intreccio"
C 16.29.1,C 16.29,0,5,N,it,Fabbricazione di prodotti vari in legno (esclusi i mobili)
C 16.29.11,C 16.29.1,1,6,N,it,Fabbricazione di parti in legno per calzature
C 16.29.12,C 16.29.1,1,6,N,it,"Fabbricazione di manici di ombrelli, bastoni e simili"
C 16.29.19,C 16.29.1,1,6,N,it,Fabbricazione di altri prodotti vari in legno (esclusi i mobili)
C 16.29.2,C 16.29,0,5,N,it,Fabbricazione dei prodotti della lavorazione del sughero
C 16.29.20,C 16.29.2,1,6,N,it,Fabbricazione dei prodotti della lavorazione del sughero
C 16.29.3,C 16.29,0,5,N,it,Fabbricazione di articoli in paglia e materiali da intreccio
C 16.29.30,C 16.29.3,1,6,N,it,Fabbricazione di articoli in paglia e materiali da intreccio
C 16.29.4,C 16.29,0,5,N,it,Laboratori di corniciai
C 16.29.40,C 16.29.4,1,6,N,it,Laboratori di corniciai
C 17,C,0,2,N,it,FABBRICAZIONE DI CARTA E DI PRODOTTI DI CARTA
C 17.1,C 17,0,3,N,it,"FABBRICAZIONE DI PASTA-CARTA, CARTA E CARTONE"
C 17.11,C 17.1,0,4,N,it,Fabbricazione di pasta-carta
C 17.11.0,C 17.11,0,5,N,it,Fabbricazione di pasta-carta
C 17.11.00,C 17.11.0,1,6,N,it,Fabbricazione di pasta-carta
C 17.12,C 17.1,0,4,N,it,Fabbricazione di carta e cartone
C 17.12.0,C 17.12,0,5,N,it,Fabbricazione di carta e cartone
C 17.12.00,C 17.12.0,1,6,N,it,Fabbricazione di carta e cartone
C 17.2,C 17,0,3,N,it,FABBRICAZIONE DI ARTICOLI DI CARTA E CARTONE
C 17.21,C 17.2,0,4,N,it,Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone
C 17.21.0,C 17.21,0,5,N,it,Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata)
C 17.21.00,C 17.21.0,1,6,N,it,Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in carta pressata)
C 17.22,C 17.2,0,4,N,it,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa
C 17.22.0,C 17.22,0,5,N,it,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa
C 17.22.00,C 17.22.0,1,6,N,it,Fabbricazione di prodotti igienico-sanitari e per uso domestico in carta e ovatta di cellulosa
C 17.23,C 17.2,0,4,N,it,Fabbricazione di prodotti cartotecnici
C 17.23.0,C 17.23,0,5,N,it,Fabbricazione di prodotti cartotecnici
C 17.23.01,C 17.23.0,1,6,N,it,Fabbricazione di prodotti cartotecnici scolastici e commerciali quando l'attività di stampa non à la principale caratteristica
C 17.23.09,C 17.23.0,1,6,N,it,Fabbricazione di altri prodotti cartotecnici
C 17.24,C 17.2,0,4,N,it,Fabbricazione di carta da parati
C 17.24.0,C 17.24,0,5,N,it,Fabbricazione di carta da parati
C 17.24.00,C 17.24.0,1,6,N,it,Fabbricazione di carta da parati
C 17.29,C 17.2,0,4,N,it,Fabbricazione di altri articoli di carta e cartone
C 17.29.0,C 17.29,0,5,N,it,Fabbricazione di altri articoli di carta e cartone
C 17.29.00,C 17.29.0,1,6,N,it,Fabbricazione di altri articoli di carta e cartone
C 18,C,0,2,N,it,STAMPA E RIPRODUZIONE DI SUPPORTI REGISTRATI
C 18.1,C 18,0,3,N,it,STAMPA E SERVIZI CONNESSI ALLA STAMPA
C 18.11,C 18.1,0,4,N,it,Stampa di giornali
C 18.11.0,C 18.11,0,5,N,it,Stampa di giornali
C 18.11.00,C 18.11.0,1,6,N,it,Stampa di giornali
C 18.12,C 18.1,0,4,N,it,Altra stampa
C 18.12.0,C 18.12,0,5,N,it,Altra stampa
C 18.12.00,C 18.12.0,1,6,N,it,Altra stampa
C 18.13,C 18.1,0,4,N,it,Lavorazioni preliminari alla stampa e ai media
C 18.13.0,C 18.13,0,5,N,it,Lavorazioni preliminari alla stampa e ai media
C 18.13.00,C 18.13.0,1,6,N,it,Lavorazioni preliminari alla stampa e ai media
C 18.14,C 18.1,0,4,N,it,Legatoria e servizi connessi
C 18.14.0,C 18.14,0,5,N,it,Legatoria e servizi connessi
C 18.14.00,C 18.14.0,1,6,N,it,Legatoria e servizi connessi
C 18.2,C 18,0,3,N,it,RIPRODUZIONE DI SUPPORTI REGISTRATI
C 18.20,C 18.2,0,4,N,it,Riproduzione di supporti registrati
C 18.20.0,C 18.20,0,5,N,it,Riproduzione di supporti registrati
C 18.20.00,C 18.20.0,1,6,N,it,Riproduzione di supporti registrati
C 19,C,0,2,N,it,FABBRICAZIONE DI COKE E PRODOTTI DERIVANTI DALLA RAFFINAZIONE DEL PETROLIO
C 19.1,C 19,0,3,N,it,FABBRICAZIONE DI PRODOTTI DI COKERIA
